Daily Calorie Target,Protein,Calories,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Disease,Price_RM,Breakfast_Price_RM,Lunch_Price_RM,Dinner_Price_RM,Snack_Price_RM
2000,100,1820,60,Eggs with whole wheat toast and fruit,Tuna salad sandwich on whole grain bread,Chicken stir-fry with brown rice,Apple with peanut butter,Weight Gain,12.47,3.1175,3.1175,3.1175,3.1175
2500,150,2430,70,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,Weight Gain,9.11,2.2775,2.2775,2.2775,2.2775
2500,140,2310,70,Oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes and broccoli,Greek yogurt with almonds and fruit,Weight Gain,11.41,2.8525,2.8525,2.8525,2.8525
1800,80,1570,50,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,Weight Gain,9.14,2.285,2.285,2.285,2.285
1800,100,1740,60,Greek yogurt with berries and granola,Chicken salad sandwich on whole grain bread with a side of fruit,Salmon with roasted vegetables and brown rice,Trail mix,Weight Gain,7.41,1.8525,1.8525,1.8525,1.8525
2800,180,2840,80,Scrambled eggs with whole wheat toast and avocado,Chicken stir-fry with brown rice,Steak with baked potato and broccoli,Protein shake,Weight Gain,5.04,1.26,1.26,1.26,1.26
1500,80,1370,50,Oatmeal with fruit and nuts,Lentil soup with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,Weight Gain,10.92,2.73,2.73,2.73,2.73
3200,200,3300,100,Pancakes with fruit and syrup,Chicken breast with quinoa and vegetables,Beef with sweet potato and green beans,Protein bar,Weight Gain,3.75,0.9375,0.9375,0.9375,0.9375
2000,100,2030,70,Tofu scramble with 3 toast and avocado,3 chili with brown rice,Lentil pasta with 3 pesto sauce,Banana with peanut butter,Weight Gain,11.81,2.9525,2.9525,2.9525,2.9525
1700,90,1620,60,Fruit salad with yogurt,Tuna salad sandwich on whole grain bread with a side of salad,Baked chicken with roasted vegetables,Mixed nuts and dried fruit,Weight Gain,13.51,3.3775,3.3775,3.3775,3.3775
2200,120,2320,80,Scrambled eggs with whole wheat toast and spinach,Chickpea salad sandwich on whole grain bread,Lentil stew with brown rice,Hummus and veggie sticks,Weight Gain,12.95,3.2375,3.2375,3.2375,3.2375
3000,150,2910,90,Tofu scramble with 3 toast and avocado,3 lentil burger with sweet potato fries,Tofu stir-fry with brown rice,Trail mix with dried fruit,Weight Gain,6.61,1.6525,1.6525,1.6525,1.6525
1400,70,1200,40,Oatmeal with fruit and nuts,3 chili with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease, Kidney Disease",6.05,1.5125,1.5125,1.5125,1.5125
2500,130,2440,80,Greek yogurt with granola and fruit,Tuna salad sandwich on whole grain bread with a side of salad,Chicken breast with quinoa and vegetables,Protein bar,Weight Gain,11.67,2.9175,2.9175,2.9175,2.9175
2200,120,2020,60,Oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,10.85,2.7125,2.7125,2.7125,2.7125
1800,80,1570,50,Tofu scramble with whole-wheat toast,1 chili with brown rice,Lentil soup with whole-wheat bread,Trail mix,Weight Gain,13.19,3.2975,3.2975,3.2975,3.2975
1500,70,1360,40,Tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Fruit and nut smoothie,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",14.74,3.685,3.685,3.685,3.685
3000,180,2840,80,Scrambled eggs with whole-wheat toast,Chicken and vegetable stir-fry,Steak with sweet potato and broccoli,Protein shake,Weight Gain,11.71,2.9275,2.9275,2.9275,2.9275
1800,80,1570,50,Overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Hummus and vegetable sticks,Weight Gain,8.1,2.025,2.025,2.025,2.025
2000,100,1730,50,Greek yogurt with granola and fruit,Chicken salad with whole-wheat bread,Turkey chili with brown rice,Trail mix,Weight Gain,10.85,2.7125,2.7125,2.7125,2.7125
2400,100,2060,60,Scrambled eggs with whole-wheat toast,1 chili with brown rice,Lentil and vegetable curry with brown rice,Fruit and nut smoothie,Weight Gain,6.51,1.6275,1.6275,1.6275,1.6275
1800,80,1570,50,Tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Hummus and vegetable sticks,Weight Gain,9.93,2.4825,2.4825,2.4825,2.4825
2400,120,2230,70,Oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,10.44,2.61,2.61,2.61,2.61
1600,70,1360,40,Overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Fruit and nut smoothie,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",10.67,2.6675,2.6675,2.6675,2.6675
2200,150,2140,60,Greek yogurt with berries and granola,Chicken salad sandwich on whole-wheat bread with a side salad,Salmon with roasted vegetables,Apple slices with peanut butter,Weight Gain,8.8,2.2,2.2,2.2,2.2
1800,80,1650,50,Tofu scramble with veggies and avocado toast,Lentil soup with whole-wheat bread,3 chili with brown rice,Trail mix,Weight Gain,5.75,1.4375,1.4375,1.4375,1.4375
1600,70,1360,40,Oatmeal with fruit and nuts,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable curry,Fruit and yogurt,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",14.97,3.7425,3.7425,3.7425,3.7425
3000,200,2920,80,Scrambled eggs with whole-wheat toast and fruit,Chicken stir-fry with brown rice,Steak with sweet potato fries,Protein shake,Weight Gain,5.87,1.4675,1.4675,1.4675,1.4675
2000,100,1740,60,Breakfast burrito with beans and veggies,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Fruit and cheese,Weight Gain,14.07,3.5175,3.5175,3.5175,3.5175
2200,120,2140,60,Tofu scramble with veggies and avocado toast,Lentil and veggie stir-fry with brown rice,3 burgers with sweet potato fries,Nuts and seeds,Weight Gain,12.58,3.145,3.145,3.145,3.145
1500,60,1240,40,Overnight oats with fruit and nuts,3 chili with brown rice,Lentil soup with whole-wheat bread,Fruit and yogurt,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",8.22,2.055,2.055,2.055,2.055
3200,220,3290,90,Scrambled eggs with whole-wheat toast and fruit,Chicken breast with brown rice and vegetables,Steak with baked potato,Protein shake,Weight Gain,8.68,2.17,2.17,2.17,2.17
1900,80,1610,50,Greek yogurt with fruit and granola,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable stew,Trail mix,Weight Gain,12.91,3.2275,3.2275,3.2275,3.2275
2000,120,1730,50,Oatmeal with fruit and nuts,Turkey and veggie wrap with whole-wheat tortilla,Chicken breast with broccoli and sweet potato,Fruit and yogurt,Weight Gain,11.04,2.76,2.76,2.76,2.76
2200,150,2140,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,6.75,1.6875,1.6875,1.6875,1.6875
2000,120,1730,50,Tofu scramble with vegetables,Lentil soup with whole grain bread,Chickpea curry with brown rice,Trail mix with nuts and seeds,Weight Gain,14.07,3.5175,3.5175,3.5175,3.5175
1800,120,1730,50,Eggs with whole grain toast,Turkey sandwich on whole grain bread,Chicken stir-fry with brown rice,Fruit with yogurt,Weight Gain,8.24,2.06,2.06,2.06,2.06
1600,80,1400,40,Yogurt with fruit and granola,1 chili with whole grain bread,Lentil pasta with vegetables,Mixed nuts and seeds,"Weight Gain, Hypertension, Heart Disease",6.36,1.59,1.59,1.59,1.59
2368,102,1832,72,3 pancakes with syrup,Veggie stir-fry,Tofu and quinoa bowl,Hummus and veggies,Weight Gain,9.62,2.405,2.405,2.405,2.405
2707,144,2760,96,3 pancakes with syrup,Lentil soup with bread,Vegetable curry,Protein bar,Weight Gain,7.37,1.8425,1.8425,1.8425,1.8425
1602,174,1925,65,Fruit and yogurt parfait,Grilled chicken salad,Beef and broccoli stir-fry,Greek yogurt with nuts,Weight Gain,6.54,1.635,1.635,1.635,1.635
1886,79,2156,64,Fruit and yogurt parfait,Turkey sandwich,Baked salmon with veggies,Apple with almond butter,"Weight Gain, Kidney Disease",5.79,1.4475,1.4475,1.4475,1.4475
2846,161,2902,94,Fruit and yogurt parfait,Avocado and chickpea salad,Beef and broccoli stir-fry,Protein bar,Weight Gain,8.86,2.215,2.215,2.215,2.215
1802,105,1455,39,Oatmeal with berries,Turkey sandwich,Baked salmon with veggies,Trail mix,"Weight Gain, Hypertension, Heart Disease",13.48,3.37,3.37,3.37,3.37
2275,166,2162,78,Egg and spinach wrap,Avocado and chickpea salad,Beef and broccoli stir-fry,Apple with almond butter,Weight Gain,3.19,0.7975,0.7975,0.7975,0.7975
1954,103,1717,53,3 pancakes with syrup,Turkey sandwich,Tofu and quinoa bowl,Hummus and veggies,Weight Gain,5.3,1.325,1.325,1.325,1.325
1636,76,2460,84,Smoothie with protein powder,Veggie stir-fry,Baked salmon with veggies,Greek yogurt with nuts,"Weight Gain, Kidney Disease",4.29,1.0725,1.0725,1.0725,1.0725
2619,82,2256,60,Fruit and yogurt parfait,Avocado and chickpea salad,Baked salmon with veggies,Trail mix,Weight Gain,6.03,1.5075,1.5075,1.5075,1.5075
2912,120,2428,48,Oatmeal with berries,Grilled chicken salad,Vegetable curry,Trail mix,"Weight Gain, Hypertension, Heart Disease",3.6,0.9,0.9,0.9,0.9
1508,68,2372,56,Fruit and yogurt parfait,Lentil soup with bread,Beef and broccoli stir-fry,Greek yogurt with nuts,"Weight Gain, Kidney Disease",9.21,2.3025,2.3025,2.3025,2.3025
1766,163,2803,99,Oatmeal with berries,Turkey sandwich,Tofu and quinoa bowl,Hummus and veggies,Weight Gain,10.14,2.535,2.535,2.535,2.535
2286,70,1496,44,3 pancakes with syrup,Turkey sandwich,Baked salmon with veggies,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",13.69,3.4225,3.4225,3.4225,3.4225
1616,173,2490,34,Oatmeal with berries,Veggie stir-fry,Vegetable curry,Apple with almond butter,"Weight Gain, Hypertension, Heart Disease",9.3,2.325,2.325,2.325,2.325
2229,88,2222,62,Oatmeal with berries,Veggie stir-fry,Baked salmon with veggies,Hummus and veggies,Weight Gain,5.83,1.4575,1.4575,1.4575,1.4575
1944,141,2352,72,Egg and spinach wrap,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter,Weight Gain,7.05,1.7625,1.7625,1.7625,1.7625
1859,132,2490,82,Egg and spinach wrap,Grilled chicken salad,Vegetable curry,Apple with almond butter,Weight Gain,14.42,3.605,3.605,3.605,3.605
2289,145,1557,37,Oatmeal with berries,Turkey sandwich,Pasta with marinara sauce,Apple with almond butter,"Weight Gain, Hypertension, Heart Disease",9.21,2.3025,2.3025,2.3025,2.3025
2953,90,1674,74,3 pancakes with syrup,Turkey sandwich,Tofu and quinoa bowl,Protein bar,Weight Gain,7.28,1.82,1.82,1.82,1.82
1650,178,1999,39,3 pancakes with syrup,Veggie stir-fry,Vegetable curry,Protein bar,"Weight Gain, Hypertension, Heart Disease",14.28,3.57,3.57,3.57,3.57
2784,66,2447,79,Oatmeal with berries,Lentil soup with bread,Baked salmon with veggies,Greek yogurt with nuts,"Weight Gain, Kidney Disease",5.79,1.4475,1.4475,1.4475,1.4475
2466,146,2290,90,Egg and spinach wrap,Veggie stir-fry,Vegetable curry,Trail mix,Weight Gain,8.62,2.155,2.155,2.155,2.155
2189,101,2197,85,3 pancakes with syrup,Avocado and chickpea salad,Vegetable curry,Trail mix,Weight Gain,9.91,2.4775,2.4775,2.4775,2.4775
2406,173,2022,54,3 pancakes with syrup,Veggie stir-fry,Pasta with marinara sauce,Trail mix,Weight Gain,4.69,1.1725,1.1725,1.1725,1.1725
1594,70,1951,59,3 pancakes with syrup,Turkey sandwich,Beef and broccoli stir-fry,Protein bar,"Weight Gain, Kidney Disease",4.4,1.1,1.1,1.1,1.1
2336,96,1625,37,Smoothie with protein powder,Veggie stir-fry,Pasta with marinara sauce,Trail mix,"Weight Gain, Hypertension, Heart Disease",13.6,3.4,3.4,3.4,3.4
1922,161,2362,30,Oatmeal with berries,Turkey sandwich,Baked salmon with veggies,Apple with almond butter,"Hypertension, Heart Disease",13.04,3.26,3.26,3.26,3.26
1886,106,1772,48,Oatmeal with berries,Veggie stir-fry,Vegetable curry,Apple with almond butter,"Weight Gain, Hypertension, Heart Disease",10.03,2.5075,2.5075,2.5075,2.5075
2754,83,2533,69,Egg and spinach wrap,Veggie stir-fry,Beef and broccoli stir-fry,Protein bar,Weight Gain,3.07,0.7675,0.7675,0.7675,0.7675
2243,107,1781,37,Fruit and yogurt parfait,Grilled chicken salad,Vegetable curry,Trail mix,"Weight Gain, Hypertension, Heart Disease",10.6,2.65,2.65,2.65,2.65
1569,141,1934,74,Fruit and yogurt parfait,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter,Weight Gain,8.08,2.02,2.02,2.02,2.02
2702,51,2313,57,3 pancakes with syrup,Turkey sandwich,Beef and broccoli stir-fry,Protein bar,"Weight Gain, Kidney Disease",3.2,0.8,0.8,0.8,0.8
1696,151,2548,72,3 pancakes with syrup,Veggie stir-fry,Baked salmon with veggies,Greek yogurt with nuts,Weight Gain,6.98,1.745,1.745,1.745,1.745
1846,133,2222,90,Oatmeal with berries,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter,Weight Gain,4.55,1.1375,1.1375,1.1375,1.1375
2262,84,2166,42,3 pancakes with syrup,Turkey sandwich,Vegetable curry,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease",10.31,2.5775,2.5775,2.5775,2.5775
2482,100,2181,81,Oatmeal with berries,Grilled chicken salad,Pasta with marinara sauce,Apple with almond butter,Weight Gain,9.21,2.3025,2.3025,2.3025,2.3025
2786,105,2461,89,Oatmeal with berries,Avocado and chickpea salad,Pasta with marinara sauce,Trail mix,Weight Gain,3.48,0.87,0.87,0.87,0.87
2292,99,1311,35,Egg and spinach wrap,Veggie stir-fry,Vegetable curry,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease",5.18,1.295,1.295,1.295,1.295
2111,128,1917,45,Smoothie with protein powder,Veggie stir-fry,Baked salmon with veggies,Trail mix,"Weight Gain, Hypertension, Heart Disease",10.26,2.565,2.565,2.565,2.565
2327,136,2703,67,3 pancakes with syrup,Turkey sandwich,Pasta with marinara sauce,Protein bar,Weight Gain,6.32,1.58,1.58,1.58,1.58
2682,166,2218,54,Fruit and yogurt parfait,Lentil soup with bread,Baked salmon with veggies,Trail mix,Weight Gain,6.84,1.71,1.71,1.71,1.71
1703,171,2219,31,Fruit and yogurt parfait,Lentil soup with bread,Pasta with marinara sauce,Trail mix,"Weight Gain, Hypertension, Heart Disease",12.7,3.175,3.175,3.175,3.175
2562,167,2782,98,Egg and spinach wrap,Veggie stir-fry,Beef and broccoli stir-fry,Greek yogurt with nuts,Weight Gain,11.84,2.96,2.96,2.96,2.96
1537,161,2199,99,Smoothie with protein powder,Lentil soup with bread,Baked salmon with veggies,Trail mix,Weight Gain,10.64,2.66,2.66,2.66,2.66
2241,89,1499,39,Fruit and yogurt parfait,Avocado and chickpea salad,Tofu and quinoa bowl,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease",10.24,2.56,2.56,2.56,2.56
2489,168,2809,73,Egg and spinach wrap,Avocado and chickpea salad,Beef and broccoli stir-fry,Greek yogurt with nuts,Weight Gain,6.7,1.675,1.675,1.675,1.675
2928,99,2133,93,Oatmeal with berries,Lentil soup with bread,Beef and broccoli stir-fry,Trail mix,Weight Gain,8.06,2.015,2.015,2.015,2.015
2352,59,1718,58,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Trail mix,"Weight Gain, Kidney Disease",7.43,1.8575,1.8575,1.8575,1.8575
2383,149,2404,56,Smoothie with protein powder,Grilled chicken salad,Tofu and quinoa bowl,Apple with almond butter,Weight Gain,5.13,1.2825,1.2825,1.2825,1.2825
2611,83,2194,38,Smoothie with protein powder,Lentil soup with bread,Baked salmon with veggies,Greek yogurt with nuts,"Weight Gain, Hypertension, Heart Disease",12.38,3.095,3.095,3.095,3.095
1599,108,1785,33,Oatmeal with berries,Grilled chicken salad,Baked salmon with veggies,Apple with almond butter,"Weight Gain, Hypertension, Heart Disease",9.45,2.3625,2.3625,2.3625,2.3625
2123,174,2671,99,Smoothie with protein powder,Turkey sandwich,Pasta with marinara sauce,Greek yogurt with nuts,Weight Gain,4.6,1.15,1.15,1.15,1.15
2104,172,2463,59,Oatmeal with berries,Grilled chicken salad,Baked salmon with veggies,Apple with almond butter,Weight Gain,3.25,0.8125,0.8125,0.8125,0.8125
1604,149,1812,52,Fruit and yogurt parfait,Turkey sandwich,Beef and broccoli stir-fry,Protein bar,Weight Gain,11.08,2.77,2.77,2.77,2.77
1656,110,2491,55,3 pancakes with syrup,Veggie stir-fry,Baked salmon with veggies,Trail mix,Weight Gain,9.75,2.4375,2.4375,2.4375,2.4375
2016,131,2209,81,Fruit and yogurt parfait,Turkey sandwich,Baked salmon with veggies,Hummus and veggies,Weight Gain,14.67,3.6675,3.6675,3.6675,3.6675
2174,63,1927,79,Smoothie with protein powder,Lentil soup with bread,Pasta with marinara sauce,Hummus and veggies,"Weight Gain, Kidney Disease",5.23,1.3075,1.3075,1.3075,1.3075
2061,96,2239,55,Oatmeal with berries,Lentil soup with bread,Beef and broccoli stir-fry,Trail mix,Weight Gain,9.98,2.495,2.495,2.495,2.495
2415,72,1401,41,Egg and spinach wrap,Avocado and chickpea salad,Vegetable curry,Protein bar,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",5.26,1.315,1.315,1.315,1.315
2817,85,2130,42,3 pancakes with syrup,Lentil soup with bread,Beef and broccoli stir-fry,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease",7.19,1.7975,1.7975,1.7975,1.7975
2902,127,2665,93,Smoothie with protein powder,Avocado and chickpea salad,Pasta with marinara sauce,Apple with almond butter,Weight Gain,11.04,2.76,2.76,2.76,2.76
1673,169,1608,36,Oatmeal with berries,Veggie stir-fry,Tofu and quinoa bowl,Hummus and veggies,"Weight Gain, Hypertension, Heart Disease",14.27,3.5675,3.5675,3.5675,3.5675
